name,manufacturer,price,series,microarchitecture,coreFamily,socket,coreCount,threadCount,baseClockGHz,boostClockGHz,l2CacheMBs,l3CacheMBs,tdpWatts,integratedGraphics,memoryMaxGBs,supportsEcc,includesCooler,hasSmt,smtType,URL
Intel Core i7-2700K,Intel,N/A,Intel Core i7,Sandy Bridge,Sandy Bridge,LGA1155,4,8,3.5,N/A,1 MB,8 MB,95,Intel HD Graphics 3000,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/CNCwrH/intel-cpu-bx80623i72700k
Intel Core i7-6700K,Intel,N/A,Intel Core i7,Skylake,Skylake-S,LGA1151,4,8,4,4.2,1 MB,8 MB,91,Intel HD Graphics 530,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/Fcqbt6/intel-cpu-cm8066201919901
Intel Core i5-8400T,Intel,$113.37 ,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,6,1.7,3.3,1.5 MB,9 MB,35,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/4mF48d/intel-core-i5-8400t-17ghz-6-core-oemtray-processor-cm8068403358913
Intel Xeon E5-4620,Intel,$58.77+,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,2.2,2.6,2 MB,16 MB,95,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/xdZQzy/intel-cpu-bx80621e54620
Intel Pentium Gold G6600,Intel,$183.04 ,Intel Pentium Gold,Comet Lake,Comet Lake,LGA1200,2,4,4.2,N/A,0.5 MB,4 MB,58,Intel UHD Graphics 630,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/KwFKHx/intel-pentium-gold-g6600-42-ghz-dual-core-processor-bx80701g6600
Intel Core i5-3570,Intel,N/A,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,4,3.4,N/A,1 MB,6 MB,77,Intel HD Graphics 2500,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/dVV48d/intel-cpu-bx80637i53570
AMD EPYC 4465P,AMD,$420.99 ,AMD EPYC,Zen 5,Grado,AM5,12,24,3.4,5.4,12 MB,64 MB,65,Radeon,N/A,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/fmJBD3/amd-epyc-4465p-34-ghz-12-core-processor-100-100001558wof
AMD EPYC 4245P,AMD,$249.99 ,AMD EPYC,Zen 5,Grado,AM5,6,12,3.9,5.4,6 MB,32 MB,65,Radeon,N/A,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/YWwD4D/amd-epyc-4245p-39-ghz-6-core-processor-100-100001555wof
Intel Xeon E5-2650 V4,Intel,N/A,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,12,24,2.2,2.9,3 MB,30 MB,105,None,1536 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/DGL7YJ/intel-cpu-bx80660e52650v4
AMD FX-4350,AMD,$82.96 ,AMD FX,Piledriver,Vishera,AM3+,4,4,4.2,N/A,4 MB,8 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/pQphP6/amd-cpu-fd4350frhkbox
Intel Pentium G4560,Intel,$59.00 ,Intel Pentium,Kaby Lake,Kaby Lake-S,LGA1151,2,4,3.5,N/A,0.5 MB,3 MB,54,Intel HD Graphics 610,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/8gKhP6/intel-pentium-g4560-35ghz-dual-core-processor-bx80677g4560
AMD Threadripper 2950X,AMD,N/A,AMD Threadripper,Zen+,Colfax,sTR4,16,32,3.5,4.4,8 MB,32 MB,180,None,1024 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/bnrmP6/amd-threadripper-2950x-35ghz-16-core-processor-yd295xa8afwof
AMD FX-8320,AMD,N/A,AMD FX,Piledriver,Vishera,AM3+,8,8,3.5,N/A,8 MB,8 MB,125,None,N/A,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/dmw323/amd-cpu-fd8320frhkbox
AMD Ryzen 3 1300X,AMD,N/A,AMD Ryzen 3,Zen,Summit Ridge,AM4,4,4,3.5,3.7,2 MB,8 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Zk2rxr/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd130xbbaebox
AMD Ryzen 7 3800X,AMD,N/A,AMD Ryzen 7,Zen 2,Matisse,AM4,8,16,3.9,4.5,4 MB,32 MB,105,None,128 GB,FALSE,FALSE,TRUE,None,https://pcpartpicker.com/product/gryV3C/amd-ryzen-7-3800x-39-ghz-8-core-oemtray-processor-100-000000025
AMD Ryzen 5 2600X,AMD,N/A,AMD Ryzen 5,Zen+,Pinnacle Ridge,AM4,6,12,3.6,4.2,3 MB,15.99 MB,95,None,64 GB,FALSE,FALSE,TRUE,None,https://pcpartpicker.com/product/KTtKHx/amd-ryzen-5-2600x-36-ghz-6-core-oemtray-processor-yd260xbcm6iaf
Intel Core i5-10600,Intel,$529.95+,Intel Core i5,Comet Lake,Comet Lake,LGA1200,6,12,3.3,4.8,1.5 MB,12 MB,65,Intel UHD Graphics 630,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/hftKHx/intel-core-i5-10600-33-ghz-6-core-processor-bx8070110600
Intel Core i7-3770S,Intel,$97.17 ,Intel Core i7,Ivy Bridge,Ivy Bridge,LGA1155,4,8,3.1,N/A,1 MB,8 MB,65,Intel HD Graphics 4000,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/mbJwrH/intel-cpu-bx80637i73770s
Intel Core i7-7700T,Intel,$498.95+,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,8,2.9,3.8,1 MB,8 MB,35,Intel HD Graphics 630,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/wZPzK8/intel-core-i7-7700t-29ghz-quad-core-oemtray-processor-cm8067702868416
Intel Xeon E5-2667 V3,Intel,$298.95+,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,8,16,3.2,3.6,2 MB,20 MB,135,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/3kcMnQ/intel-cpu-cm8064401724301
Intel 300,Intel,$141.05+,Intel Processor,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,2,4,3.9,N/A,2.5 MB,6 MB,46,Intel UHD Graphics 710,192 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/FvkH99/intel-300-39-ghz-dual-core-processor-bx80715300
Intel Core i9-10920X,Intel,$875.01 ,Intel Core i9,Cascade Lake,Cascade Lake-X,LGA2066,12,24,3.5,4.8,12 MB,19.25 MB,165,None,256 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/2vZzK8/intel-core-i9-10920x-35-ghz-12-core-processor-bx8069510920x
AMD FX-8320E,AMD,$148.78 ,AMD FX,Piledriver,Vishera,AM3+,8,8,3.2,4,8 MB,8 MB,95,None,N/A,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/kfrcCJ/amd-cpu-fd832ewmhkbox
Intel Core i7-7740X,Intel,$240.90 ,Intel Core i7,Kaby Lake,Kaby Lake-X,LGA2066,4,8,4.3,4.5,1 MB,8 MB,112,None,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/FJL7YJ/intel-core-i7-7740x-43ghz-quad-core-processor-bx80677i77740x
Intel Xeon E5-2630 V4,Intel,$499.00+,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,10,20,2.2,3.1,2.5 MB,25 MB,85,None,1536 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/dKp323/intel-cpu-bx80660e52630v4
AMD Ryzen 5 3600X,AMD,N/A,AMD Ryzen 5,Zen 2,Matisse,AM4,6,12,3.8,4.4,3 MB,32 MB,95,None,128 GB,FALSE,FALSE,TRUE,None,https://pcpartpicker.com/product/FCprxr/amd-ryzen-5-3600x-38-thz-6-core-oemtray-processor-100-000000022
AMD EPYC 4364P,AMD,$328.18 ,AMD EPYC,Zen 4,Raphael,AM5,8,16,4.5,5.4,8 MB,32 MB,105,Radeon,N/A,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/vchv6h/amd-epyc-4364p-45-ghz-8-core-processor-100-100001477wof
AMD Phenom II X4 820,AMD,$52.64 ,AMD Phenom II X4,K10,Deneb,AM3,4,4,2.8,N/A,2 MB,4 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/8g7wrH/amd-cpu-hdx820wfk4fgi
Intel Xeon E5-2683 V4,Intel,$329.95+,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,16,32,2.1,3,4 MB,40 MB,120,None,1536 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/B2mxFT/intel-cpu-cm8066002023604
Intel Core i5-14500T,Intel,N/A,Intel Core i5,Raptor Lake Refresh,Raptor Lake Refresh,LGA1700,14,20,1.7,4.8,20 MB,24 MB,35,Intel UHD Graphics 770,192 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/dYV2FT/intel-core-i5-14500t-17-ghz-14-core-oemtray-processor-cm8071505092904
Intel Celeron G3930,Intel,$24.98+,Intel Celeron,Kaby Lake,Kaby Lake-S,LGA1151,2,2,2.9,N/A,0.5 MB,2 MB,51,Intel HD Graphics 610,64 GB,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/WqVBD3/intel-celeron-g3930-29ghz-dual-core-processor-bx80677g3930
Intel Core i7-6700,Intel,$389.95+,Intel Core i7,Skylake,Skylake-S,LGA1151,4,8,3.4,4,1 MB,8 MB,65,Intel HD Graphics 530,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/9gJkcf/intel-cpu-cm8066201920103
AMD Ryzen 3 1200 (12nm),AMD,$79.98+,AMD Ryzen 3,Zen+,Pinnacle Ridge,AM4,4,4,3.1,3.4,2 MB,8 MB,65,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Wkyqqs/amd-ryzen-3-1200-12nm-31-ghz-quad-core-processor-yd1200bbafbox
Intel Xeon E5-2697 V4,Intel,N/A,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,18,36,2.3,3.6,4.5 MB,45 MB,145,None,1536 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/NKp323/intel-cpu-bx80660e52697v4
Intel Core i3-2100,Intel,$49.00+,Intel Core i3,Sandy Bridge,Sandy Bridge,LGA1155,2,4,3.1,N/A,0.5 MB,3 MB,65,Intel HD Graphics 2000,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/8Bn2FT/intel-cpu-bx80623i32100
Intel Core i5-2500,Intel,N/A,Intel Core i5,Sandy Bridge,Sandy Bridge,LGA1155,4,4,3.3,N/A,0.5 MB,6 MB,95,Intel HD Graphics 2000,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/ZyPfrH/intel-cpu-bx80623i52500
AMD FX-6100,AMD,$72.80 ,AMD FX,Bulldozer,Zambezi,AM3+,6,6,3.3,N/A,6 MB,6 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/PkMFf7/amd-cpu-fd6100wmgusbx
AMD Ryzen 5 5600T,AMD,N/A,AMD Ryzen 5,Zen 3,Vermeer,AM4,6,12,3.5,4.5,3 MB,32 MB,65,None,128 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/DVqrxr/amd-ryzen-5-5600t-35-ghz-6-core-oemtray-processor-100-000001584
Intel Core i5-9600K,Intel,N/A,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,6,3.7,4.6,1.5 MB,9 MB,95,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/bLL48d/intel-core-i5-9600k-37ghz-6-core-oemtray-processor-cm8068403874404
Intel Core i9-7920X,Intel,$395.00 ,Intel Core i9,Skylake,Skylake-X,LGA2066,12,24,2.9,4.4,12 MB,16.5 MB,140,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/x3648d/intel-core-i9-7920x-29ghz-12-core-processor-bx80673i97920x
Intel Core i7-5960X,Intel,N/A,Intel Core i7 Extreme,Haswell,Haswell-E,LGA2011-3,8,16,3,3.5,2 MB,20 MB,140,None,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/TcQypg/intel-cpu-bx80648i75960x
AMD Ryzen 9 3950X,AMD,N/A,AMD Ryzen 9,Zen 2,Matisse,AM4,16,32,3.5,4.7,8 MB,64 MB,105,None,128 GB,FALSE,FALSE,TRUE,None,https://pcpartpicker.com/product/zsxbt6/amd-ryzen-9-3950x-35-ghz-16-core-oemtray-processor-100-000000051
Intel Core i7-5930K,Intel,N/A,Intel Core i7,Haswell,Haswell-E,LGA2011-3,6,12,3.5,3.7,1.5 MB,15 MB,140,None,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/zTvRsY/intel-cpu-bx80648i75930k
AMD Threadripper 1900X,AMD,$235.99+,AMD Threadripper,Zen,Whitehaven,sTR4,8,16,3.8,4,4 MB,16 MB,180,None,1024 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/BvgPxr/amd-threadripper-1900x-38ghz-8-core-processor-yd190xa8aewof
Intel Core i7-6700T,Intel,N/A,Intel Core i7,Skylake,Skylake-S,LGA1151,4,8,2.8,3.6,1 MB,8 MB,35,Intel HD Graphics 530,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/WV7CmG/intel-cpu-cm8066201920202
Intel Xeon E5-2680,Intel,$110.00+,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,16,2.7,3.5,2 MB,20 MB,130,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/bQrG3C/intel-cpu-bx80621e52680
Intel Core i3-7320,Intel,$59.00+,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4,4.1,N/A,0.5 MB,4 MB,51,Intel HD Graphics 630,64 GB,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/HgKhP6/intel-core-i3-7320-41ghz-dual-core-processor-bx80677i37320
Intel Core i3-10320,Intel,$120.00+,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,8,3.8,4.6,1 MB,8 MB,65,Intel UHD Graphics 630,128 GB,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/tZPgXL/intel-core-i3-10320-38-ghz-quad-core-processor-bx8070110320
Intel Core i7-9700,Intel,$356.00 ,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,8,3,4.7,2 MB,12 MB,65,Intel HD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/sXsnTW/intel-core-i7-9700-3-ghz-8-core-oemtray-processor-cm8068403874521
Intel Xeon E5-2697 V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,12,24,2.7,3.5,3 MB,30 MB,130,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/prTmP6/intel-cpu-bx80635e52697v2
Intel Core i3-2120,Intel,$170.00+,Intel Core i3,Sandy Bridge,Sandy Bridge,LGA1155,2,4,3.3,N/A,0.5 MB,3 MB,65,Intel HD Graphics 2000,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/2CXfrH/intel-cpu-bx80623i32120
Intel Core i9-9980XE,Intel,$1498.95+,Intel Core i9,Skylake,Skylake-X,LGA2066,18,36,3,4.4,18 MB,24.75 MB,165,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/XMkj4D/intel-core-i9-9980xe-3-thz-18-core-oemtray-processor-cd8067304126600
Intel Core i5-4670,Intel,$106.51 ,Intel Core i5,Haswell,Haswell,LGA1150,4,4,3.4,N/A,1 MB,6 MB,84,Intel HD Graphics 4600,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/CVjG3C/intel-cpu-bx80646i54670
Intel Core i5-8600K,Intel,N/A,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,6,3.6,4.3,1.5 MB,9 MB,95,Intel UHD Graphics 630,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/GNX2FT/intel-core-i5-8600k-36ghz-6-core-oemtray-processor-cm8068403358508
Intel Core i7-920,Intel,$80.00+,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,8,2.66,N/A,1 MB,8 MB,130,None,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/tzrG3C/intel-cpu-bx80601920
Intel Xeon E5-2640 V4,Intel,N/A,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,10,20,2.4,3.4,2.5 MB,25 MB,90,None,1536 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/J6rcCJ/intel-cpu-bx80660e52640v4
Intel Xeon E5-2670 V2,Intel,N/A,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,10,20,2.5,3.3,2.5 MB,25 MB,115,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/HRQypg/intel-cpu-bx80635e52670v2
Intel Celeron G3900,Intel,$48.56 ,Intel Celeron,Skylake,Skylake-S,LGA1151,2,2,2.8,N/A,0.5 MB,2 MB,51,Intel HD Graphics 510,64 GB,TRUE,FALSE,FALSE,None,https://pcpartpicker.com/product/x78H99/intel-cpu-cm8066201928610
Intel Core i7-860,Intel,$77.45 ,Intel Core i7,Nehalem,Lynnfield,LGA1156,4,8,2.8,N/A,1 MB,8 MB,95,None,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/dZmLrH/intel-cpu-bx80605i7860
Intel Xeon E3-1270 V5,Intel,N/A,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,8,3.6,4,1 MB,8 MB,80,None,64 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/nZZ2FT/intel-cpu-cm8066201921712
Intel Core i3-8350K,Intel,N/A,Intel Core i3,Coffee Lake,Coffee Lake,LGA1151,4,4,4,N/A,1 MB,8 MB,91,Intel UHD Graphics 630,64 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/fCs8TW/intel-core-i3-8350k-40ghz-quad-core-processor-bx80684i38350k
AMD Ryzen 5 5600F,AMD,N/A,AMD Ryzen 5,Zen 3,Vermeer,AM4,6,12,3,4,3 MB,32 MB,65,None,128 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/Ny3WGX/amd-ryzen-5-5600f-3-ghz-6-core-oemtray-processor-100-000001903
Intel Core i7-6900K,Intel,$304.04 ,Intel Core i7,Broadwell,Broadwell-E,LGA2011-3,8,16,3.2,3.7,2 MB,20 MB,140,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/NXyxFT/intel-cpu-bx80671i76900k
AMD Ryzen 5 PRO 7645,AMD,$438.00+,AMD Ryzen 5 PRO,Zen 4,Raphael,AM5,6,12,3.8,5.1,6 MB,32 MB,65,Radeon,128 GB,TRUE,FALSE,TRUE,None,https://pcpartpicker.com/product/WkwmP6/amd-ryzen-5-pro-7645-38-ghz-6-core-oemtray-processor-100-000000600
Intel Core i7-9800X,Intel,N/A,Intel Core i7,Skylake,Skylake-X,LGA2066,8,16,3.8,4.5,8 MB,16.5 MB,165,None,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/T4VD4D/intel-core-i7-9800x-38-ghz-8-core-processor-bx80673i79800x
Intel Core i3-4170,Intel,N/A,Intel Core i3,Haswell Refresh,Haswell Refresh,LGA1150,2,4,3.7,N/A,0.5 MB,3 MB,54,Intel HD Graphics 4400,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/hYrcCJ/intel-cpu-bx80646i34170
Intel Core i7-13700T,Intel,N/A,Intel Core i7,Raptor Lake,Raptor Lake,LGA1700,16,24,1.4,4.9,24 MB,30 MB,35,None,192 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/ZsbTwP/intel-core-i7-13700t-14-ghz-16-core-oemtray-processor-cm8071504820903
Intel Xeon E5-2630 V2,Intel,$488.88+,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,6,12,2.6,3.1,1.5 MB,15 MB,80,None,N/A,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/Wx4gXL/intel-cpu-bx80635e52630v2
Intel Core i7-4770S,Intel,$191.32+,Intel Core i7,Haswell,Haswell,LGA1150,4,8,3.1,N/A,1 MB,8 MB,65,Intel HD Graphics 4600,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/cvPfrH/intel-cpu-bx80646i74770s
AMD FX-8350,AMD,$253.24 ,AMD FX,Piledriver,Vishera,AM3+,8,8,4,N/A,8 MB,8 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/WGPzK8/amd-fx-8350-40ghz-8-core-processor-fd8350frhkhbx
AMD A10-9700,AMD,$159.99+,AMD A10,Excavator,Bristol Ridge,AM4,4,4,3.5,3.8,2 MB,0 MB,65,Radeon R7 (on-die),N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/n9s8TW/amd-a10-9700-35ghz-quad-core-processor-ad9700agabbox
Intel Core i5-9600,Intel,$288.36+,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,6,3.1,4.6,1.5 MB,9 MB,65,Intel UHD Graphics 630,128 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/bKH8TW/intel-core-i5-9600-31-ghz-6-core-processor-bx80684i59600
Intel Core i7-4960X Extreme Edition,Intel,$769.95+,Intel Core i7 Extreme,Ivy Bridge,Ivy Bridge-E,LGA2011,6,12,3.6,4,1.5 MB,15 MB,130,None,N/A,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/HFQypg/intel-cpu-bx80633i74960x
Intel Xeon E5-2690 V4,Intel,N/A,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,14,28,2.6,3.5,3.5 MB,35 MB,135,None,1536 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/fNcMnQ/intel-cpu-bx80660e52690v4
Intel Xeon E5-1620 V4,Intel,$232.12+,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,4,8,3.5,3.8,1 MB,10 MB,140,None,1536 GB,TRUE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/9t7CmG/intel-xeon-e5-1620-v4-35ghz-quad-core-oemtray-processor-cm8066002044103
Intel Core i7-9700F,Intel,$279.00+,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,8,3,4.7,2 MB,12 MB,65,None,128 GB,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/cTwkcf/intel-core-i7-9700f-3-ghz-8-core-oemtray-processor-cm8068403874523
AMD FX-4300,AMD,N/A,AMD FX,Piledriver,Vishera,AM3+,4,4,3.8,N/A,4 MB,4 MB,95,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/Jbbp99/amd-cpu-fd4300wmhkbox
Intel Pentium G3258,Intel,$59.00+,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,2,3.2,N/A,0.5 MB,3 MB,53,Intel HD Graphics,N/A,TRUE,TRUE,FALSE,None,https://pcpartpicker.com/product/fKCwrH/intel-cpu-bx80646g3258
Intel Core 2 Quad Q9300,Intel,$42.60 ,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,4,2.5,N/A,6 MB,0 MB,95,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/MzrG3C/intel-cpu-eu80580pj0606m
Intel Core i5-4570T,Intel,$74.98+,Intel Core i5,Haswell,Haswell,LGA1150,2,4,2.9,N/A,0.5 MB,4 MB,35,Intel HD Graphics 4600,N/A,FALSE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/PhM323/intel-cpu-bx80646i54570t
Intel Core i9-10850K,Intel,N/A,Intel Core i9,Comet Lake,Comet Lake,LGA1200,10,20,3.6,5.2,2.5 MB,20 MB,125,Intel UHD Graphics 630,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/fmzFf7/intel-core-i9-10850k-36-ghz-10-core-oemtray-processor-cm8070104608302
Intel Core i7-4820K,Intel,$197.00 ,Intel Core i7,Ivy Bridge,Ivy Bridge-E,LGA2011,4,8,3.7,3.9,1 MB,10 MB,130,None,N/A,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/t2h9TW/intel-cpu-bx80633i74820k
Intel Core i7-5820K,Intel,$429.95+,Intel Core i7,Haswell,Haswell-E,LGA2011-3,6,12,3.3,3.6,1.5 MB,15 MB,140,None,64 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/WqYXsY/intel-cpu-cm8064801548435
AMD Athlon II 160u,AMD,N/A,AMD Athlon II,K10,Sargas,AM3,1,1,1.8,N/A,1 MB,0 MB,20,None,N/A,FALSE,FALSE,FALSE,None,https://pcpartpicker.com/product/T32rxr/amd-cpu-ad160ueak13gq
Intel Core i7-6950X,Intel,N/A,Intel Core i7 Extreme,Broadwell,Broadwell-E,LGA2011-3,10,20,3,3.5,2.5 MB,25 MB,140,None,N/A,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/MJM323/intel-cpu-bx80671i76950x
AMD Ryzen 5 2400G,AMD,N/A,AMD Ryzen 5,Zen,Raven Ridge,AM4,4,8,3.6,3.9,2 MB,4 MB,65,Radeon Vega 11,N/A,FALSE,FALSE,TRUE,None,https://pcpartpicker.com/product/3t7v6h/amd-ryzen-5-2400g-36ghz-quad-core-oemtray-processor-yd2400c5m4mfb
AMD FX-8370,AMD,$257.01 ,AMD FX,Piledriver,Vishera,AM3+,8,8,4,4.3,8 MB,8 MB,125,None,N/A,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/2WGj4D/amd-cpu-fd8370frhkbox
Intel Core i7-8700T,Intel,$275.00 ,Intel Core i7,Coffee Lake,Coffee Lake,LGA1151,6,12,2.4,4,1.5 MB,12 MB,35,Intel UHD Graphics 630,128 GB,FALSE,FALSE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/bFKcCJ/intel-core-i7-8700t-24ghz-6-core-oemtray-processor-cm8068403358413
Intel Core i5-7500T,Intel,$130.43+,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,4,2.7,3.3,1 MB,6 MB,35,Intel HD Graphics 630,64 GB,FALSE,TRUE,FALSE,None,https://pcpartpicker.com/product/WCvZxr/intel-core-i5-7500t-27ghz-quad-core-processor-bx80677i57500t
Intel Xeon E3-1230 V2,Intel,$265.87+,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,8,3.3,N/A,1 MB,8 MB,69,None,N/A,TRUE,TRUE,TRUE,Hyper-Threading,https://pcpartpicker.com/product/VQrG3C/intel-cpu-bx80637e31230v2
