name,price,manufacturer,formFactorInches,interfaceType,sizeTBs,RPM,cache,URL
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.16,7200,8,https://pcpartpicker.com/product/bBR48d/western-digital-internal-hard-drive-wd1600aajs
Seagate Enterprise NAS,$379.00+,Seagate,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/RrrcCJ/seagate-internal-hard-drive-st6000vn0011
Toshiba P300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/xTNv6h/toshiba-p300-2tb-35-7200rpm-internal-hard-drive-hdwd120ezsta
Hitachi HDN724040ALE640,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,N/A,https://pcpartpicker.com/product/CWx2FT/hitachi-4-tb-35-7200rpm-internal-hard-drive-hdn724040ale640
Toshiba MD07ACA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,0.014,7200,256,https://pcpartpicker.com/product/GQKscf/toshiba-md07aca-14-gb-35-7200-rpm-internal-hard-drive-md07aca14t
Seagate Barracuda ES.2,N/A,Seagate,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/Ps4gXL/seagate-barracuda-es2-1-tb-35-7200rpm-internal-hard-drive-st31000340ns
Hitachi HDS723020BLA642,N/A,Hitachi,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/qNcMnQ/hitachi-deskstar-200gb-35-7200rpm-internal-hard-drive-0f12115
Western Digital Blue,N/A,Western Digital,2.5,SATA 6.0 Gb/s,0.75,5400,8,https://pcpartpicker.com/product/nqGkcf/western-digital-internal-hard-drive-wd7500bpvx
Seagate Constellation ES.2,N/A,Seagate,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/FwBv6h/seagate-internal-hard-drive-st33000651ns
Lenovo 0A65633,N/A,Lenovo,2.5,SATA 3.0 Gb/s,1,5400,8,https://pcpartpicker.com/product/sJ6BD3/lenovo-internal-hard-drive-0a65633
Toshiba V300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,1,5700,N/A,https://pcpartpicker.com/product/vyYmP6/toshiba-v300-1-tb-35-5700rpm-internal-hard-drive-hdwu110uzsva
Seagate Momentus 7200.4,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.16,7200,16,https://pcpartpicker.com/product/pJ3RsY/seagate-internal-hard-drive-st9160412as
Western Digital WD Red Pro,$145.00+,Western Digital,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/nj8Zxr/western-digital-internal-hard-drive-wd4001ffsx
Western Digital Black2,$249.99+,Western Digital,2.5,SATA 6.0 Gb/s,1,5400,N/A,https://pcpartpicker.com/product/DGK7YJ/western-digital-internal-hard-drive-wd1001x06xdtl
Seagate ST6000NM0044,N/A,Seagate,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/GD4NnQ/seagate-internal-hard-drive-st6000nm0044
Samsung Spinpoint M9T,N/A,Samsung,2.5,SATA 6.0 Gb/s,2,5400,32,https://pcpartpicker.com/product/FWYXsY/samsung-internal-hard-drive-st2000lm003
Seagate Momentus 5400.6,$44.16 ,Seagate,2.5,SATA 3.0 Gb/s,0.25,5400,8,https://pcpartpicker.com/product/fCR48d/seagate-internal-hard-drive-st9250315as
Western Digital AV-GP,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/4yNp99/western-digital-internal-hard-drive-wd5000avvs
Seagate BarraCuda,N/A,Seagate,3.5,SATA 3.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/VhXfrH/seagate-internal-hard-drive-st310005n1a1asrk
Seagate FireCuda Compute,N/A,Seagate,2.5,SATA 6.0 Gb/s,2,5400,N/A,https://pcpartpicker.com/product/D2drxr/seagate-firecuda-compute-2-tb-25-5400rpm-hybrid-internal-hard-drive-st2000lxz01lx001
Hitachi Deskstar 7K1000.D,N/A,Hitachi,3.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/KG8Zxr/hitachi-internal-hard-drive-hds721050dle630
Seagate SV35.5,N/A,Seagate,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/3DLypg/seagate-internal-hard-drive-st3000vx000
Western Digital Caviar Black,N/A,Western Digital,3.5,SATA 3.0 Gb/s,1.5,7200,64,https://pcpartpicker.com/product/MvyFf7/western-digital-internal-hard-drive-wd1501fass
Seagate Momentus LP,$49.98 ,Seagate,2.5,SATA 3.0 Gb/s,1,5400,8,https://pcpartpicker.com/product/4th9TW/seagate-internal-hard-drive-stbd1000100
Samsung Spinpoint M8,N/A,Samsung,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/Mmw323/samsung-internal-hard-drive-hnm500mbbst500lm012
Toshiba HDD3A01,N/A,Toshiba,3.5,SAS 6.0 Gb/s,2,7200,16,https://pcpartpicker.com/product/zrNp99/toshiba-internal-hard-drive-hdd3a01
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 6.0 Gb/s,1,5400,64,https://pcpartpicker.com/product/tgg323/western-digital-internal-hard-drive-wd10earx
Western Digital Ultrastar DC HC530,N/A,Western Digital,3.5,SAS 12.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/pMsV3C/western-digital-ultrastar-dc-hc530-14-tb-35-7200-rpm-internal-hard-drive-0f31051
Toshiba P300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/PMcMnQ/toshiba-internal-hard-drive-hdwd105xzsta
Western Digital Blue Mobile,$44.99+,Western Digital,2.5,SATA 6.0 Gb/s,0.5,5400,128,https://pcpartpicker.com/product/CbQcCJ/western-digital-blue-mobile-500-gb-25-5400rpm-internal-hard-drive-wd5000lpzx
Seagate ST4000NM0024,$128.49+,Seagate,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/cFw323/seagate-internal-hard-drive-st4000nm0024
Toshiba MG07ACA12TE,$299.00+,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/mq66Mp/toshiba-mg07aca12te-12-tb-35-7200rpm-internal-hard-drive-mg07aca12te
Toshiba MG09 512e,$289.99 ,Toshiba,3.5,SATA 6.0 Gb/s,12,7200,512,https://pcpartpicker.com/product/P4ZXsY/toshiba-mg09-512e-12-tb-35-7200-rpm-internal-hard-drive-mg09aca12te
Seagate Exos 7E10 512n,$216.70+,Seagate,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/cRmmP6/seagate-exos-7e10-4-tb-35-7200rpm-internal-hard-drive-st4000nm000b
Western Digital Black,$49.99+,Western Digital,3.5,SATA 6.0 Gb/s,0.5,7200,64,https://pcpartpicker.com/product/WJK2FT/western-digital-black-500-gb-35-7200rpm-internal-hard-drive-wd5000lpsx
Western Digital Purple Pro,$467.83+,Western Digital,3.5,SATA 6.0 Gb/s,22,7200,512,https://pcpartpicker.com/product/YYvdnQ/western-digital-purple-pro-22-tb-35-7200rpm-internal-hard-drive-wd221purp
Western Digital Scorpio Black,$42.00+,Western Digital,2.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/dKTmP6/western-digital-internal-hard-drive-wd3200bekt
Seagate Exos X24,$599.99 ,Seagate,3.5,SAS 12.0 Gb/s,24,7200,512,https://pcpartpicker.com/product/CFFmP6/seagate-exos-x24-24-tb-35-7200-rpm-internal-hard-drive-st24000nm007h
Toshiba X300 Pro,$349.99+,Toshiba,3.5,SATA 6.0 Gb/s,10,7200,512,https://pcpartpicker.com/product/vQrRsY/toshiba-x300-pro-10-tb-35-7200rpm-internal-hard-drive-hdwr51axzstb
Hitachi 7K1000.C,$262.36+,Hitachi,3.5,SATA 3.0 Gb/s,0.25,7200,8,https://pcpartpicker.com/product/vTfp99/hitachi-internal-hard-drive-hds721025cla382
Seagate BarraCuda,$254.81+,Seagate,3.5,SATA 6.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/qVp323/seagate-barracuda-1tb-35-7200rpm-internal-hard-drive-st31000333as
Seagate BarraCuda,N/A,Seagate,3.5,SATA 6.0 Gb/s,0.25,7200,16,https://pcpartpicker.com/product/LkMFf7/seagate-internal-hard-drive-st250dm000
Western Digital Green,$241.29+,Western Digital,3.5,SATA 6.0 Gb/s,6,5400,64,https://pcpartpicker.com/product/R9xfrH/western-digital-internal-hard-drive-wd60ezrx
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/9bYXsY/western-digital-internal-hard-drive-wd5000aalx
Toshiba MG04ACA600E,N/A,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/VFvbt6/toshiba-mg04aca600e-6-tb-35-7200rpm-internal-hard-drive-mg04aca600e
Western Digital Caviar Blue,N/A,Western Digital,3.5,PATA 100,0.5,7200,16,https://pcpartpicker.com/product/wYGkcf/western-digital-internal-hard-drive-wd5000aakb
Hitachi Deskstar 7K4000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/CX4gXL/hitachi-internal-hard-drive-hds724040ala640
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,2,5400,32,https://pcpartpicker.com/product/Lbg323/western-digital-internal-hard-drive-wdbaay0020hncnrsn
Seagate IronWolf NAS,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,5900,64,https://pcpartpicker.com/product/tGwypg/seagate-ironwolf-nas-4-tb-35-5900rpm-internal-hard-drive-st4000vna08
Seagate Pipeline HD,N/A,Seagate,3.5,SATA 3.0 Gb/s,2,5900,64,https://pcpartpicker.com/product/pMh9TW/seagate-internal-hard-drive-st2000vm002
Western Digital VelociRaptor,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.3,10000,16,https://pcpartpicker.com/product/fmTmP6/western-digital-internal-hard-drive-wd3000glfs
Seagate STCL4000400 Retail Kit,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,5900,64,https://pcpartpicker.com/product/ZqxfrH/seagate-internal-hard-drive-stcl4000400
Toshiba N300 Pro,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/2fLFf7/toshiba-n300-pro-8-tb-35-7200rpm-internal-hard-drive-hdwg480xzstb
Western Digital Purple,N/A,Western Digital,3.5,SATA 6.0 Gb/s,3,5400,64,https://pcpartpicker.com/product/R68j4D/western-digital-purple-3tb-35-5400rpm-internal-hard-drive-wd30purz
Toshiba MK2576GSX,$25.74+,Toshiba,2.5,SATA 3.0 Gb/s,0.25,5400,8,https://pcpartpicker.com/product/YkQypg/toshiba-internal-hard-drive-mk2576gsx
Seagate Surveillance HDD,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,5900,64,https://pcpartpicker.com/product/GNqbt6/seagate-internal-hard-drive-stbd4000101
Seagate ST4000LM016,$152.00+,Seagate,2.5,SATA 6.0 Gb/s,4,5400,128,https://pcpartpicker.com/product/vn648d/seagate-4tb-25-5400rpm-internal-hard-drive-st4000lm016
Toshiba MG08ADA600E,$279.00+,Toshiba,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/Fb7G3C/toshiba-mg08ada600e-6-tb-35-7200rpm-internal-hard-drive-mg08ada600e
Seagate ST1000NX0313,$56.53+,Seagate,2.5,SATA 6.0 Gb/s,1,7200,128,https://pcpartpicker.com/product/7LkwrH/seagate-internal-hard-drive-st1000nx0313
Seagate SkyHawk,$163.95 ,Seagate,3.5,SATA 6.0 Gb/s,6,5900,256,https://pcpartpicker.com/product/pcdFf7/seagate-skyhawk-6tb-35-5900rpm-internal-hard-drive-st6000vx0023
Western Digital WD Red Pro,$235.00+,Western Digital,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/b3dxFT/western-digital-red-pro-6tb-35-7200rpm-internal-hard-drive-wd6003ffbx
Seagate ST5000DM000,N/A,Seagate,3.5,SATA 6.0 Gb/s,5,5900,128,https://pcpartpicker.com/product/Y8h9TW/seagate-internal-hard-drive-st5000dm000
Seagate IronWolf NAS,N/A,Seagate,3.5,SATA 6.0 Gb/s,1,5900,64,https://pcpartpicker.com/product/2FCrxr/seagate-ironwolf-1tb-35-5900rpm-internal-hard-drive-st1000vn002
Seagate EXOS Enterprise,$389.99 ,Seagate,3.5,SATA 6.0 Gb/s,14,7200,256,https://pcpartpicker.com/product/XD848d/seagate-exos-enterprise-14-tb-35-7200rpm-internal-hard-drive-st14000nm001g
Western Digital Blue,$144.99 ,Western Digital,3.5,SATA 6.0 Gb/s,6,5400,64,https://pcpartpicker.com/product/G6wypg/western-digital-blue-6-tb-35-5400rpm-internal-hard-drive-wdbh2d0060hnc-nrsn
Seagate Exos X24 SED,N/A,Seagate,3.5,SAS 12.0 Gb/s,24,7200,512,https://pcpartpicker.com/product/cRjRsY/seagate-exos-x24-sed-24-tb-35-7200-rpm-internal-hard-drive-st24000nm005h
Toshiba P300,N/A,Toshiba,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/m2TPxr/toshiba-p300-3tb-35-7200rpm-internal-hard-drive-hdwd130ezsta
Seagate SkyHawk Surveillance,$399.45+,Seagate,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/2kTzK8/seagate-skyhawk-surveillance-10-tb-35-7200rpm-internal-hard-drive-st10000vx0008
Western Digital Red,N/A,Western Digital,3.5,SATA 6.0 Gb/s,4,5400,64,https://pcpartpicker.com/product/yNM323/western-digital-red-4tb-35-5400rpm-internal-hard-drive-wdbmma0040hnc-nrsn
Seagate SkyHawk AI,$397.45+,Seagate,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/TdL48d/seagate-skyhawk-ai-10-tb-35-7200rpm-internal-hard-drive-st10000ve0004
Seagate BarraCuda Pro Compute,N/A,Seagate,3.5,SATA 6.0 Gb/s,12,7200,256,https://pcpartpicker.com/product/Zg97YJ/seagate-barracuda-pro-compute-12-tb-35-7200rpm-internal-hard-drive-st12000dm001
Western Digital VelociRaptor,$39.00+,Western Digital,2.5,SATA 3.0 Gb/s,0.3,10000,16,https://pcpartpicker.com/product/nbYXsY/western-digital-internal-hard-drive-wd3000blfs
Western Digital Caviar Black,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.64,7200,32,https://pcpartpicker.com/product/FQQypg/western-digital-internal-hard-drive-wd6401aals
Western Digital Scorpio Blue,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.64,5400,8,https://pcpartpicker.com/product/pfLypg/western-digital-internal-hard-drive-wd6400bpvt
Western Digital Green,N/A,Western Digital,3.5,SATA 6.0 Gb/s,5,5400,64,https://pcpartpicker.com/product/BBQypg/western-digital-internal-hard-drive-wd50ezrx
Samsung Spinpoint F1 RAID,N/A,Samsung,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/hRtCmG/samsung-internal-hard-drive-he103uj
Toshiba MG08ADA400E,N/A,Toshiba,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/4HH7YJ/toshiba-mg08ada400e-4-tb-35-7200rpm-internal-hard-drive-mg08ada400e
Seagate Surveillance HDD,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,5400,64,https://pcpartpicker.com/product/HK8H99/seagate-internal-hard-drive-st4000vx002
Seagate Constellation ES,N/A,Seagate,3.5,SATA 3.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/JnvRsY/seagate-internal-hard-drive-st32000644ns
Western Digital WD Red Pro,N/A,Western Digital,3.5,SATA 6.0 Gb/s,8,7200,128,https://pcpartpicker.com/product/2jhj4D/western-digital-red-pro-8tb-35-7200rpm-internal-hard-drive-wd8001ffwx
Hitachi Ultrastar 7K6000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,6,7200,128,https://pcpartpicker.com/product/nkL7YJ/hitachi-internal-hard-drive-hus726060ale6100f23001
Hitachi 0F14683,$162.56+,Hitachi,3.5,SATA 6.0 Gb/s,4,7200,64,https://pcpartpicker.com/product/Yp7wrH/hitachi-internal-hard-drive-0f14683
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,3,5400,64,https://pcpartpicker.com/product/pmtCmG/western-digital-internal-hard-drive-wd30ezrs
Hitachi Travelstar 7K1000,$59.52+,Hitachi,3.5,SATA 6.0 Gb/s,1,7200,N/A,https://pcpartpicker.com/product/TN3NnQ/hitachi-travelstar-7k1000-1-tb-35-7200-rpm-internal-hard-drive-hts721010a9e630
Toshiba MD06-V,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/69wmP6/toshiba-md06-v-8-tb-35-7200-rpm-internal-hard-drive-md06aca800v
Western Digital Caviar Black,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.64,7200,64,https://pcpartpicker.com/product/bjV48d/western-digital-internal-hard-drive-wd6402aaex
Seagate Momentus XT,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/wjTmP6/seagate-internal-hard-drive-st500lx003
Western Digital Green,N/A,Western Digital,2.5,SATA 3.0 Gb/s,2,5400,8,https://pcpartpicker.com/product/gWkD4D/western-digital-internal-hard-drive-wd20npvt
Toshiba X300 Pro,N/A,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/6jM48d/toshiba-x300-pro-8-tb-35-7200rpm-internal-hard-drive-hdwr480xzstb
Seagate Constellation.2,N/A,Seagate,2.5,SAS 6.0 Gb/s,1,7200,64,https://pcpartpicker.com/product/zjrG3C/seagate-internal-hard-drive-hddst91000640ss
Seagate Momentus,N/A,Seagate,2.5,SATA 3.0 Gb/s,0.75,7200,16,https://pcpartpicker.com/product/C9DwrH/seagate-internal-hard-drive-st9750420as
Toshiba MQ02ABD100H,N/A,Toshiba,2.5,SATA 6.0 Gb/s,1,5400,64,https://pcpartpicker.com/product/dTWfrH/toshiba-1tb-25-5400rpm-hybrid-internal-hard-drive-mq02abd100h
Western Digital Scorpio Blue,N/A,Western Digital,2.5,SATA 1.5 Gb/s,0.25,5400,8,https://pcpartpicker.com/product/TfTmP6/western-digital-internal-hard-drive-wdbabb2500ancnrsn
Toshiba MK5061GSYN,N/A,Toshiba,2.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/YDR48d/toshiba-internal-hard-drive-mk5061gsyn
Seagate Exos X10,N/A,Seagate,3.5,SAS 12.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/2R22FT/seagate-enterprise-capacity-10-tb-35-7200rpm-internal-hard-drive-st10000nm0216
Seagate SkyHawk Surveillance,N/A,Seagate,3.5,SATA 6.0 Gb/s,3,5000,256,https://pcpartpicker.com/product/spXJ7P/seagate-skyhawk-surveillance-3-tb-35-5000rpm-internal-hard-drive-st3000vx014
Dell 342-3520,$179.00+,Dell,2.5,SAS 3.0 Gb/s,1,7200,N/A,https://pcpartpicker.com/product/rGX2FT/dell-internal-hard-drive-3423520
Toshiba N300 Pro,$334.99 ,Toshiba,3.5,SATA 6.0 Gb/s,16,7200,512,https://pcpartpicker.com/product/hL3gXL/toshiba-n300-pro-16-tb-35-7200rpm-internal-hard-drive-hdwg51gxzstb
Toshiba X300 Pro,$288.99 ,Toshiba,3.5,SATA 6.0 Gb/s,14,7200,512,https://pcpartpicker.com/product/PdZ9TW/toshiba-x300-pro-14-tb-35-7200rpm-internal-hard-drive-hdwr51exzstb
Seagate Constellation ES.3,N/A,Seagate,3.5,SAS 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/6sdqqs/seagate-internal-hard-drive-st2000nm0023
Hitachi 0F27406,$179.00+,Hitachi,3.5,SAS 12.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/qDZFf7/hitachi-8tb-35-7200rpm-internal-hard-drive-0f27406
Seagate Exos 7E10 512e/4Kn,$344.45+,Seagate,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/snRYcf/seagate-exos-7e10-512e4kn-10-tb-35-7200rpm-internal-hard-drive-st10000nm017b
Seagate Exos X18,$399.99 ,Seagate,3.5,SAS 12.0 Gb/s,18,7200,256,https://pcpartpicker.com/product/QMzFf7/seagate-exos-x18-18-tb-35-7200rpm-internal-hard-drive-st18000nm004j
Toshiba N300,$522.00+,Toshiba,3.5,SATA 6.0 Gb/s,8,7200,256,https://pcpartpicker.com/product/QhXJ7P/toshiba-n300-8-tb-35-7200rpm-internal-hard-drive-hdwg480uzsva
Seagate SkyHawk AI,$399.99+,Seagate,3.5,SATA 6.0 Gb/s,16,7200,256,https://pcpartpicker.com/product/VW4BD3/seagate-skyhawk-ai-16-tb-35-7200rpm-internal-hard-drive-st16000ve000
Seagate Constellation ES,$54.00+,Seagate,3.5,SAS 3.0 Gb/s,1,7200,16,https://pcpartpicker.com/product/XR3RsY/seagate-internal-hard-drive-st31000424ss
Seagate SkyHawk,$129.00+,Seagate,3.5,SATA 6.0 Gb/s,3,5900,64,https://pcpartpicker.com/product/ggRFf7/seagate-skyhawk-3tb-35-5900rpm-internal-hard-drive-st3000vx010
Seagate Exos X24 SED,N/A,Seagate,3.5,SATA 6.0 Gb/s,20,7200,512,https://pcpartpicker.com/product/FNfxFT/seagate-exos-x24-sed-20-tb-35-7200-rpm-internal-hard-drive-st20000nm001h
Western Digital RE4-GP,$109.99+,Western Digital,3.5,SATA 3.0 Gb/s,2,5900,64,https://pcpartpicker.com/product/Dt2kcf/western-digital-internal-hard-drive-wd2002fyps
Seagate IronWolf Pro,$398.99+,Seagate,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/BLrYcf/seagate-ironwolf-pro-10-tb-35-7200rpm-internal-hard-drive-st10000ne0008
Hitachi Ultrastar He10,$275.00+,Hitachi,3.5,SAS 12.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/3KXnTW/hitachi-hgst-ultrastar-he10-10tb-35-7200rpm-internal-hard-drive-0f27502
Western Digital RE3,$50.69+,Western Digital,3.5,SATA 3.0 Gb/s,0.5,7200,16,https://pcpartpicker.com/product/swbp99/western-digital-internal-hard-drive-wd5002abys
Western Digital Caviar Green,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.75,5400,32,https://pcpartpicker.com/product/fNV48d/western-digital-internal-hard-drive-wd7500aads
Western Digital Scorpio Blue,N/A,Western Digital,2.5,SATA 3.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/tPkD4D/western-digital-internal-hard-drive-wd5000bpvt
Western Digital AV-GP,$49.95+,Western Digital,3.5,SATA 3.0 Gb/s,0.16,5400,8,https://pcpartpicker.com/product/N3JwrH/western-digital-internal-hard-drive-wd1600avvs
Seagate BarraCuda,$43.00+,Seagate,3.5,SATA 3.0 Gb/s,0.16,7200,8,https://pcpartpicker.com/product/6Qbp99/seagate-internal-hard-drive-st3160318asffp
Hitachi Ultrastar He10,$297.45+,Hitachi,3.5,SATA 6.0 Gb/s,10,7200,256,https://pcpartpicker.com/product/X4QRsY/hitachi-ultrastar-he10-10tb-35-7200rpm-internal-hard-drive-0f27352
Western Digital Caviar SE16,N/A,Western Digital,3.5,SATA 3.0 Gb/s,0.32,7200,16,https://pcpartpicker.com/product/vK9KHx/western-digital-internal-hard-drive-wd3200ksrtl
Seagate BarraCuda,N/A,Seagate,3.5,PATA 100,0.16,7200,2,https://pcpartpicker.com/product/d6tCmG/seagate-internal-hard-drive-st3160215a
Seagate ST1000LX001,N/A,Seagate,2.5,SATA 6.0 Gb/s,1,5400,N/A,https://pcpartpicker.com/product/gyKhP6/seagate-internal-hard-drive-st1000lx001
Seagate Constellation ES.3,N/A,Seagate,3.5,SATA 6.0 Gb/s,4,7200,128,https://pcpartpicker.com/product/KY3RsY/seagate-internal-hard-drive-st4000nm0053
Western Digital Caviar Blue,N/A,Western Digital,3.5,SATA 6.0 Gb/s,0.75,7200,32,https://pcpartpicker.com/product/JQW9TW/western-digital-internal-hard-drive-wd7500aalx
Hitachi Deskstar 7K3000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/rsTmP6/hitachi-internal-hard-drive-hds723030ala640
Seagate BarraCuda Pro Compute,N/A,Seagate,2.5,SATA 6.0 Gb/s,0.5,7200,128,https://pcpartpicker.com/product/ZH8j4D/seagate-barracuda-pro-compute-500gb-25-7200rpm-internal-hard-drive-st500lm034
Seagate EXOS Enterprise,$260.00+,Seagate,3.5,SATA 6.0 Gb/s,6,7200,256,https://pcpartpicker.com/product/RC6qqs/seagate-exos-enterprise-6-tb-35-7200rpm-internal-hard-drive-st6000nm021a
Hitachi Travelstar Z5K320,N/A,Hitachi,2.5,SATA 3.0 Gb/s,0.32,5400,8,https://pcpartpicker.com/product/LKtCmG/hitachi-internal-hard-drive-hts543232a7a384
Toshiba MG04ACA200N,$160.00+,Toshiba,3.5,SATA 6.0 Gb/s,2,7200,128,https://pcpartpicker.com/product/V6ndnQ/toshiba-mg04aca200n-2-tb-35-7200rpm-internal-hard-drive-mg04aca200n
Toshiba MG04ACA100N,$145.00+,Toshiba,3.5,SATA 6.0 Gb/s,1,7200,128,https://pcpartpicker.com/product/JpLFf7/toshiba-mg04aca100n-1-tb-35-7200rpm-internal-hard-drive-mg04aca100n
Western Digital SE,$104.00+,Western Digital,3.5,SATA 6.0 Gb/s,1,7200,128,https://pcpartpicker.com/product/bJvRsY/western-digital-internal-hard-drive-wd1002f9yz
Samsung Spinpoint F3,N/A,Samsung,3.5,SATA 3.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/ZqjG3C/samsung-internal-hard-drive-st1000dm005hd103sj
Toshiba DT01ACA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,1,7200,32,https://pcpartpicker.com/product/Zmw323/toshiba-internal-hard-drive-hdkpc03
Toshiba DT01ACA,N/A,Toshiba,3.5,SATA 6.0 Gb/s,0.5,7200,32,https://pcpartpicker.com/product/YZNp99/toshiba-internal-hard-drive-hdkpc05
Hitachi Travelstar Z5K500,N/A,Hitachi,2.5,SATA 6.0 Gb/s,0.5,5400,8,https://pcpartpicker.com/product/Jb4gXL/hitachi-internal-hard-drive-0j38065
Hitachi Ultrastar 7K4000,N/A,Hitachi,3.5,SATA 6.0 Gb/s,3,7200,64,https://pcpartpicker.com/product/dHtWGX/hitachi-ultrastar-7k4000-3tb-35-7200rpm-internal-hard-drive-hus724030ale641
Seagate Exos 7E10 512e/4Kn,$226.98 ,Seagate,3.5,SATA 6.0 Gb/s,4,7200,256,https://pcpartpicker.com/product/drbTwP/seagate-exos-7e10-512e4kn-4-tb-35-7200rpm-internal-hard-drive-st4000nm024b
Western Digital WD Red Pro,$200.00+,Western Digital,3.5,SATA 6.0 Gb/s,2,7200,64,https://pcpartpicker.com/product/3dNp99/western-digital-internal-hard-drive-wd2001ffsx
Western Digital Caviar Blue,$90.45 ,Western Digital,3.5,PATA 100,0.32,7200,8,https://pcpartpicker.com/product/TMNp99/western-digital-internal-hard-drive-wd3200aajb
